file_path(string),gt_class(string),gt_box(string),pd_class(string),pd_box(string),pd_score(float),frame_idx_in_file(int)
2007_005844.jpg,chair,"{'x_left': 0.152, 'y_top': 0.17866666666666667, 'x_right': 0.432, 'y_bottom': 0.832}",,,,0
2007_005844.jpg,chair,"{'x_left': 0.204, 'y_top': 0.13866666666666666, 'x_right': 0.556, 'y_bottom': 0.9333333333333333}",,,,0
2007_005844.jpg,chair,"{'x_left': 0.398, 'y_top': 0.224, 'x_right': 0.64, 'y_bottom': 0.7786666666666666}",,,,0
2007_005844.jpg,chair,"{'x_left': 0.464, 'y_top': 0.20266666666666666, 'x_right': 0.792, 'y_bottom': 0.8773333333333333}",,,,0
2007_005844.jpg,diningtable,"{'x_left': 0.314, 'y_top': 0.29333333333333333, 'x_right': 0.78, 'y_bottom': 0.9626666666666667}",,,,0
2007_005844.jpg,,,tvmonitor,"{'x_left': 0.22203214728889553, 'y_top': 0.009837238234740059, 'x_right': 0.42295395951030346, 'y_bottom': 0.23999254006972678}",0.119515955,0
2007_005844.jpg,,,chair,"{'x_left': 0.5303211027608469, 'y_top': 0.2155023427888751, 'x_right': 0.6529200169907167, 'y_bottom': 0.31439822180832805}",0.11319416,0
2007_005844.jpg,,,chair,"{'x_left': 0.5704995480136229, 'y_top': 0.21890941018865656, 'x_right': 0.8402889032361599, 'y_bottom': 0.8019589737324531}",0.10784746,0
2007_005844.jpg,,,chair,"{'x_left': 0.2055869072374931, 'y_top': 0.2005161224601819, 'x_right': 0.6252602781541531, 'y_bottom': 0.9306380571128772}",0.80280256,0
2007_005844.jpg,,,diningtable,"{'x_left': 0.12814590525902236, 'y_top': 0.21314660836389437, 'x_right': 0.8645570694639132, 'y_bottom': 0.9349208018117225}",0.70851016,0
2007_005845.jpg,cat,"{'x_left': 0.002, 'y_top': 0.5931232091690545, 'x_right': 0.54, 'y_bottom': 1.0}",,,,0
2007_005845.jpg,person,"{'x_left': 0.472, 'y_top': 0.0057306590257879654, 'x_right': 1.0, 'y_bottom': 1.0}",,,,0
2007_005845.jpg,,,person,"{'x_left': 0.4711690570895489, 'y_top': 0.01892960692048079, 'x_right': 0.9919722558764311, 'y_bottom': 0.983473964135005}",0.92657995,0
2007_005845.jpg,,,cat,"{'x_left': 0.0, 'y_top': 0.6119452952360649, 'x_right': 0.5549085198398738, 'y_bottom': 0.9898312175334876}",0.87151206,0
2007_005857.jpg,pottedplant,"{'x_left': 0.488, 'y_top': 0.266, 'x_right': 0.7386666666666667, 'y_bottom': 0.604}",,,,0
2007_005857.jpg,pottedplant,"{'x_left': 0.22933333333333333, 'y_top': 0.268, 'x_right': 0.4666666666666667, 'y_bottom': 0.612}",,,,0
2007_005857.jpg,,,pottedplant,"{'x_left': 0.2404043767612714, 'y_top': 0.2900633307996163, 'x_right': 0.46342436152467364, 'y_bottom': 0.5827919565321849}",0.80077666,0
2007_005857.jpg,,,pottedplant,"{'x_left': 0.4844845134380918, 'y_top': 0.2901030096244812, 'x_right': 0.7010904032547887, 'y_bottom': 0.5771215461246784}",0.82925695,0
2007_005857.jpg,,,chair,"{'x_left': 0.9271023566699945, 'y_top': 0.7075395424819909, 'x_right': 0.9887404194451295, 'y_bottom': 1.0}",0.29179984,0
2007_005859.jpg,person,"{'x_left': 0.004, 'y_top': 0.008, 'x_right': 0.596, 'y_bottom': 1.0}",,,,0
2007_005859.jpg,,,person,"{'x_left': 0.016262571442127227, 'y_top': 0.049093019415323624, 'x_right': 0.6530958287560023, 'y_bottom': 0.9537431988317233}",0.9417558,0
2007_005859.jpg,,,person,"{'x_left': 0.5968407888316192, 'y_top': 0.11631697376507988, 'x_right': 0.9989402531940204, 'y_bottom': 0.8994803753577746}",0.79113793,0
2007_005878.jpg,motorbike,"{'x_left': 0.2, 'y_top': 0.27710843373493976, 'x_right': 0.646, 'y_bottom': 0.6686746987951807}",,,,0
2007_005878.jpg,,,motorbike,"{'x_left': 0.17235775302997003, 'y_top': 0.31933846452859727, 'x_right': 0.6536704518512579, 'y_bottom': 0.6677816503113967}",0.9050181,0
2007_005896.jpg,person,"{'x_left': 0.04491017964071856, 'y_top': 0.196, 'x_right': 0.8233532934131736, 'y_bottom': 1.0}",,,,0
2007_005896.jpg,,,person,"{'x_left': 0.034087539419761115, 'y_top': 0.19970429815833385, 'x_right': 0.7963099793617541, 'y_bottom': 0.9878597355700456}",0.8917852,0
2007_005902.jpg,tvmonitor,"{'x_left': 0.094, 'y_top': 0.376, 'x_right': 0.298, 'y_bottom': 0.6533333333333333}",,,,0
2007_005902.jpg,tvmonitor,"{'x_left': 0.432, 'y_top': 0.3973333333333333, 'x_right': 0.694, 'y_bottom': 0.6773333333333333}",,,,0
2007_005902.jpg,tvmonitor,"{'x_left': 0.688, 'y_top': 0.34933333333333333, 'x_right': 0.964, 'y_bottom': 0.7386666666666667}",,,,0
2007_005902.jpg,,,person,"{'x_left': 0.14484912084295198, 'y_top': 0.0018477531356307225, 'x_right': 0.23851893112613604, 'y_bottom': 0.08946231697557064}",0.14291675,0
2007_005902.jpg,,,tvmonitor,"{'x_left': 0.07047930027372562, 'y_top': 0.37721224764347083, 'x_right': 0.2913026499066215, 'y_bottom': 0.6387220912929682}",0.8103063,0
2007_005902.jpg,,,tvmonitor,"{'x_left': 0.42134191687634354, 'y_top': 0.37922614637521596, 'x_right': 0.6809923371867492, 'y_bottom': 0.6592555476262019}",0.8525688,0
2007_005902.jpg,,,tvmonitor,"{'x_left': 0.6675021043247901, 'y_top': 0.33202893158105706, 'x_right': 0.9747720644966914, 'y_bottom': 0.6820868237935579}",0.8402206,0
2007_005911.jpg,bus,"{'x_left': 0.004, 'y_top': 0.13333333333333333, 'x_right': 1.0, 'y_bottom': 0.8373333333333334}",,,,0
2007_005911.jpg,,,bus,"{'x_left': 0.0, 'y_top': 0.1289333848662102, 'x_right': 0.9868780492122357, 'y_bottom': 0.855234140535272}",0.93549734,0
2007_005915.jpg,sheep,"{'x_left': 0.532, 'y_top': 0.36533333333333334, 'x_right': 0.71, 'y_bottom': 0.5706666666666667}",,,,0
2007_005915.jpg,sheep,"{'x_left': 0.404, 'y_top': 0.19466666666666665, 'x_right': 0.654, 'y_bottom': 0.568}",,,,0
2007_005915.jpg,,,sheep,"{'x_left': 0.5237253380297469, 'y_top': 0.3945086155506281, 'x_right': 0.7201799254216827, 'y_bottom': 0.5777898598615939}",0.88348526,0
2007_005951.jpg,motorbike,"{'x_left': 0.37, 'y_top': 0.16533333333333333, 'x_right': 0.996, 'y_bottom': 0.8026666666666666}",,,,0
2007_005951.jpg,person,"{'x_left': 0.658, 'y_top': 0.096, 'x_right': 0.936, 'y_bottom': 0.7253333333333334}",,,,0
2007_005951.jpg,,,person,"{'x_left': 0.6498846702307692, 'y_top': 0.08803113516000605, 'x_right': 0.9562216248046664, 'y_bottom': 0.7284779420221769}",0.9048968,0
2007_005951.jpg,,,motorbike,"{'x_left': 0.38996625515607686, 'y_top': 0.17837058356138374, 'x_right': 0.9100375760470903, 'y_bottom': 0.795327739028197}",0.909211,0
2007_005969.jpg,person,"{'x_left': 0.082, 'y_top': 0.15733333333333333, 'x_right': 0.706, 'y_bottom': 1.0}",,,,0
2007_005969.jpg,,,person,"{'x_left': 0.10539154915993032, 'y_top': 0.16440821704268455, 'x_right': 0.7421533501936839, 'y_bottom': 0.9791779462947294}",0.9565197,0
2007_005971.jpg,person,"{'x_left': 0.016, 'y_top': 0.32732732732732733, 'x_right': 0.682, 'y_bottom': 1.0}",,,,0
2007_005971.jpg,,,person,"{'x_left': 0.015719416858599733, 'y_top': 0.3313575654256803, 'x_right': 0.6955482837035105, 'y_bottom': 0.9945332048996137}",0.9427178,0
2007_005971.jpg,,,chair,"{'x_left': 0.028394909890798403, 'y_top': 0.4704509861458724, 'x_right': 0.7577691503442251, 'y_bottom': 0.9895744940144742}",0.12483299,0
2007_005972.jpg,person,"{'x_left': 0.24533333333333332, 'y_top': 0.08, 'x_right': 0.8213333333333334, 'y_bottom': 0.91}",,,,0
2007_005972.jpg,,,person,"{'x_left': 0.1928521011535938, 'y_top': 0.09588771401781299, 'x_right': 0.8061895341029535, 'y_bottom': 0.9195125397916024}",0.9345889,0
2007_005972.jpg,,,chair,"{'x_left': 0.31292131276337004, 'y_top': 0.2167271476818965, 'x_right': 0.8143725674058382, 'y_bottom': 0.9000977039043719}",0.35449928,0
2007_005978.jpg,bus,"{'x_left': 0.002, 'y_top': 0.4317343173431734, 'x_right': 0.42, 'y_bottom': 0.8856088560885609}",,,,0
2007_005978.jpg,,,bus,"{'x_left': 0.011886362458375793, 'y_top': 0.4575706144283369, 'x_right': 0.39606494667236625, 'y_bottom': 0.8566394336603238}",0.7509259,0
2007_005988.jpg,dog,"{'x_left': 0.664, 'y_top': 0.496, 'x_right': 0.826, 'y_bottom': 0.6}",,,,0
2007_005988.jpg,dog,"{'x_left': 0.194, 'y_top': 0.44533333333333336, 'x_right': 0.33, 'y_bottom': 0.592}",,,,0
2007_005988.jpg,person,"{'x_left': 0.074, 'y_top': 0.176, 'x_right': 0.19, 'y_bottom': 0.6186666666666667}",,,,0
2007_005988.jpg,person,"{'x_left': 0.692, 'y_top': 0.128, 'x_right': 0.91, 'y_bottom': 0.672}",,,,0
2007_005988.jpg,car,"{'x_left': 0.892, 'y_top': 0.18133333333333335, 'x_right': 1.0, 'y_bottom': 0.37866666666666665}",,,,0
2007_005988.jpg,car,"{'x_left': 0.002, 'y_top': 0.24, 'x_right': 0.046, 'y_bottom': 0.376}",,,,0
2007_005988.jpg,,,car,"{'x_left': 0.6960583732036444, 'y_top': 0.2402735300304798, 'x_right': 0.7779815573600622, 'y_bottom': 0.3286541339926995}",0.2051183,0
2007_005988.jpg,,,car,"{'x_left': 0.8965473042951181, 'y_top': 0.1817035234240385, 'x_right': 0.9885264079437807, 'y_bottom': 0.3916839526900878}",0.67771924,0
2007_005988.jpg,,,car,"{'x_left': 0.0, 'y_top': 0.2361015489252714, 'x_right': 0.024701521313648958, 'y_bottom': 0.39997254703916035}",0.5742056,0
2007_005988.jpg,,,person,"{'x_left': 0.07835869319249805, 'y_top': 0.19247925635374513, 'x_right': 0.1922373616916056, 'y_bottom': 0.5976957116138018}",0.8682168,0
2007_005988.jpg,,,person,"{'x_left': 0.707061709334644, 'y_top': 0.15274624240655169, 'x_right': 0.914314190713832, 'y_bottom': 0.6391870923841917}",0.80983984,0
2007_005988.jpg,,,dog,"{'x_left': 0.1632995001077652, 'y_top': 0.46330023427491007, 'x_right': 0.31677705132961276, 'y_bottom': 0.5910004682602791}",0.8201017,0
2007_005988.jpg,,,dog,"{'x_left': 0.6455268521350164, 'y_top': 0.4947312153795591, 'x_right': 0.7629184442442196, 'y_bottom': 0.5698969822170643}",0.6746607,0
2007_005989.jpg,motorbike,"{'x_left': 0.28, 'y_top': 0.3466666666666667, 'x_right': 0.816, 'y_bottom': 0.728}",,,,0
2007_005989.jpg,person,"{'x_left': 0.426, 'y_top': 0.256, 'x_right': 0.71, 'y_bottom': 0.6933333333333334}",,,,0
2007_005989.jpg,,,person,"{'x_left': 0.4268251015016665, 'y_top': 0.24473352207697358, 'x_right': 0.7009356893599034, 'y_bottom': 0.6663581723880767}",0.8477885,0
2007_005989.jpg,,,motorbike,"{'x_left': 0.2569527973987506, 'y_top': 0.37467818931680463, 'x_right': 0.8084912135558862, 'y_bottom': 0.7286890636749451}",0.9068061,0
2007_006004.jpg,chair,"{'x_left': 0.2822822822822823, 'y_top': 0.328, 'x_right': 0.9039039039039038, 'y_bottom': 0.848}",,,,0
2007_006004.jpg,person,"{'x_left': 0.17117117117117117, 'y_top': 0.292, 'x_right': 0.5525525525525525, 'y_bottom': 0.936}",,,,0
2007_006004.jpg,person,"{'x_left': 0.39039039039039036, 'y_top': 0.338, 'x_right': 0.7987987987987988, 'y_bottom': 1.0}",,,,0
2007_006004.jpg,person,"{'x_left': 0.003003003003003003, 'y_top': 0.346, 'x_right': 0.3033033033033033, 'y_bottom': 1.0}",,,,0
2007_006004.jpg,,,person,"{'x_left': 0.18361212498364543, 'y_top': 0.306741464376633, 'x_right': 0.5217661965172795, 'y_bottom': 0.8835975231939095}",0.8197564,0
2007_006004.jpg,,,person,"{'x_left': 0.0, 'y_top': 0.3599846499035909, 'x_right': 0.24279758502222024, 'y_bottom': 0.9861189357797916}",0.87682545,0
2007_006004.jpg,,,sofa,"{'x_left': 0.11414153280808376, 'y_top': 0.31411364169785616, 'x_right': 0.9157912503921068, 'y_bottom': 1.0}",0.27891365,0
2007_006004.jpg,,,chair,"{'x_left': 0.216793015059141, 'y_top': 0.314367056279916, 'x_right': 0.9510219549573384, 'y_bottom': 1.0}",0.31358126,0
2007_006028.jpg,bicycle,"{'x_left': 0.038, 'y_top': 0.21390374331550802, 'x_right': 0.186, 'y_bottom': 0.3850267379679144}",,,,0
2007_006028.jpg,person,"{'x_left': 0.564, 'y_top': 0.21657754010695188, 'x_right': 0.662, 'y_bottom': 0.7727272727272727}",,,,0
2007_006028.jpg,person,"{'x_left': 0.354, 'y_top': 0.5347593582887701, 'x_right': 0.43, 'y_bottom': 0.6657754010695187}",,,,0
2007_006028.jpg,,,bicycle,"{'x_left': 0.045024507366235436, 'y_top': 0.19496724306734708, 'x_right': 0.16855269436698694, 'y_bottom': 0.3707990731264536}",0.64890623,0
2007_006028.jpg,,,tvmonitor,"{'x_left': 0.46303281950446273, 'y_top': 0.24286787858972184, 'x_right': 0.5556830848047366, 'y_bottom': 0.4300772402777122}",0.14674862,0
2007_006028.jpg,,,person,"{'x_left': 0.8300216403261974, 'y_top': 0.23488490707209478, 'x_right': 0.8958482743338897, 'y_bottom': 0.46643111029886286}",0.265392,0
2007_006028.jpg,,,person,"{'x_left': 0.5623885073770698, 'y_top': 0.23390282747415397, 'x_right': 0.6834206774400977, 'y_bottom': 0.7622092211517921}",0.72901076,0
2007_006028.jpg,,,chair,"{'x_left': 0.2730753932870351, 'y_top': 0.7792942471797649, 'x_right': 0.7262000113863212, 'y_bottom': 0.9970535917355464}",0.101663254,0
2007_006035.jpg,car,"{'x_left': 0.54, 'y_top': 0.8683274021352313, 'x_right': 0.688, 'y_bottom': 0.9786476868327402}",,,,0
2007_006035.jpg,car,"{'x_left': 0.698, 'y_top': 0.8861209964412812, 'x_right': 0.85, 'y_bottom': 0.9715302491103203}",,,,0
2007_006035.jpg,car,"{'x_left': 0.876, 'y_top': 0.8861209964412812, 'x_right': 1.0, 'y_bottom': 0.9750889679715302}",,,,0
2007_006035.jpg,car,"{'x_left': 0.302, 'y_top': 0.8932384341637011, 'x_right': 0.45, 'y_bottom': 0.9750889679715302}",,,,0
2007_006035.jpg,car,"{'x_left': 0.172, 'y_top': 0.8790035587188612, 'x_right': 0.3, 'y_bottom': 0.9679715302491103}",,,,0
2007_006035.jpg,car,"{'x_left': 0.038, 'y_top': 0.8861209964412812, 'x_right': 0.16, 'y_bottom': 0.9644128113879004}",,,,0
2007_006035.jpg,,,person,"{'x_left': 0.47780783338076793, 'y_top': 0.8500188275708602, 'x_right': 0.5211567926747295, 'y_bottom': 0.9785493650578536}",0.16900821,0
2007_006035.jpg,,,car,"{'x_left': 0.5445268971113059, 'y_top': 0.8661516507287439, 'x_right': 0.7121742032197805, 'y_bottom': 0.9702510772786461}",0.65950227,0
2007_006035.jpg,,,car,"{'x_left': 0.024146621293288012, 'y_top': 0.8980949395831961, 'x_right': 0.18185670992777897, 'y_bottom': 0.9853851301458019}",0.4909465,0
2007_006035.jpg,,,car,"{'x_left': 0.2210874036467992, 'y_top': 0.8917701657314714, 'x_right': 0.30079364484915366, 'y_bottom': 0.9921064812090534}",0.27891305,0
2007_006035.jpg,,,car,"{'x_left': 0.28781162345913736, 'y_top': 0.8846843888860482, 'x_right': 0.43606838325766417, 'y_bottom': 0.9775253873870923}",0.80478823,0
2007_006035.jpg,,,person,"{'x_left': 0.7055952410872166, 'y_top': 0.9334685977681325, 'x_right': 0.7667718438561146, 'y_bottom': 1.0}",0.13977371,0
2007_006035.jpg,,,car,"{'x_left': 0.8508942246230748, 'y_top': 0.9079769986828932, 'x_right': 0.9525764878185896, 'y_bottom': 0.987661572652826}",0.15882997,0
2007_006046.jpg,boat,"{'x_left': 0.378, 'y_top': 0.3132530120481928, 'x_right': 0.486, 'y_bottom': 0.6204819277108434}",,,,0
2007_006046.jpg,boat,"{'x_left': 0.522, 'y_top': 0.3795180722891566, 'x_right': 0.612, 'y_bottom': 0.6144578313253012}",,,,0
2007_006046.jpg,boat,"{'x_left': 0.962, 'y_top': 0.5512048192771084, 'x_right': 1.0, 'y_bottom': 0.6355421686746988}",,,,0
2007_006046.jpg,,,boat,"{'x_left': 0.08948069577893386, 'y_top': 0.29666285931183745, 'x_right': 0.3051012273390706, 'y_bottom': 0.5841207352597897}",0.12223096,0
2007_006046.jpg,,,boat,"{'x_left': 0.6204647496012541, 'y_top': 0.3314267608784712, 'x_right': 0.6895180453804823, 'y_bottom': 0.5528172226103453}",0.17319597,0
2007_006046.jpg,,,boat,"{'x_left': 0.7202909086873898, 'y_top': 0.28790344190854295, 'x_right': 0.8921047034057287, 'y_bottom': 0.5836855126501963}",0.15526694,0
2007_006046.jpg,,,boat,"{'x_left': 0.3657824106594691, 'y_top': 0.3226929619708428, 'x_right': 0.488716012403369, 'y_bottom': 0.6261309072575203}",0.69816476,0
2007_006046.jpg,,,boat,"{'x_left': 0.5180642917999854, 'y_top': 0.3509312670473869, 'x_right': 0.6136463429817787, 'y_bottom': 0.6116106203459777}",0.70818305,0
2007_006046.jpg,,,boat,"{'x_left': 0.9657284150282924, 'y_top': 0.4938200225864465, 'x_right': 1.0, 'y_bottom': 0.6708678951962636}",0.2394282,0
2007_006066.jpg,sofa,"{'x_left': 0.686, 'y_top': 0.7057057057057057, 'x_right': 1.0, 'y_bottom': 1.0}",,,,0
2007_006066.jpg,chair,"{'x_left': 0.094, 'y_top': 0.7987987987987988, 'x_right': 0.408, 'y_bottom': 0.996996996996997}",,,,0
2007_006066.jpg,tvmonitor,"{'x_left': 0.3, 'y_top': 0.36036036036036034, 'x_right': 0.678, 'y_bottom': 0.7927927927927928}",,,,0
2007_006066.jpg,,,tvmonitor,"{'x_left': 0.28525698298046226, 'y_top': 0.3602260986767366, 'x_right': 0.685326763085998, 'y_bottom': 0.788339826407891}",0.83421487,0
2007_006066.jpg,,,sofa,"{'x_left': 0.8070272736795819, 'y_top': 0.675086258994616, 'x_right': 1.0, 'y_bottom': 0.9930340793719659}",0.15048073,0
2007_006066.jpg,,,chair,"{'x_left': 0.09778874223851242, 'y_top': 0.75857147611508, 'x_right': 0.44117224646646247, 'y_bottom': 0.9974336184864777}",0.5463876,0
2007_006066.jpg,,,chair,"{'x_left': 0.799249955925804, 'y_top': 0.7187522089683092, 'x_right': 1.0, 'y_bottom': 0.9938307460253055}",0.50569445,0
2007_006076.jpg,bird,"{'x_left': 0.29333333333333333, 'y_top': 0.51, 'x_right': 0.5573333333333333, 'y_bottom': 0.674}",,,,0
2007_006076.jpg,person,"{'x_left': 0.05333333333333334, 'y_top': 0.236, 'x_right': 0.6826666666666666, 'y_bottom': 0.998}",,,,0
2007_006076.jpg,,,person,"{'x_left': 0.03777186988683845, 'y_top': 0.20492776101185722, 'x_right': 0.6519162899824289, 'y_bottom': 0.9829355980726389}",0.9298816,0
2007_006076.jpg,,,motorbike,"{'x_left': 0.011380478620345746, 'y_top': 0.6190962656187093, 'x_right': 0.6577637529191604, 'y_bottom': 1.0}",0.46510258,0
2007_006086.jpg,bottle,"{'x_left': 0.218, 'y_top': 0.15756302521008403, 'x_right': 0.336, 'y_bottom': 0.5546218487394958}",,,,0
2007_006086.jpg,chair,"{'x_left': 0.588, 'y_top': 0.2689075630252101, 'x_right': 0.958, 'y_bottom': 0.5714285714285714}",,,,0
2007_006086.jpg,diningtable,"{'x_left': 0.006, 'y_top': 0.5021008403361344, 'x_right': 0.994, 'y_bottom': 0.9957983193277311}",,,,0
2007_006086.jpg,,,bottle,"{'x_left': 0.21104952769124735, 'y_top': 0.15145108143072863, 'x_right': 0.3327183555361743, 'y_bottom': 0.5690311395857884}",0.30538324,0
2007_006086.jpg,,,diningtable,"{'x_left': 0.0, 'y_top': 0.47098774711902325, 'x_right': 1.0, 'y_bottom': 1.0}",0.41428554,0
2007_006117.jpg,person,"{'x_left': 0.005333333333333333, 'y_top': 0.12, 'x_right': 0.832, 'y_bottom': 1.0}",,,,0
2007_006117.jpg,,,person,"{'x_left': 0.882104662759946, 'y_top': 0.004722370030788278, 'x_right': 0.9920107171971064, 'y_bottom': 0.11165012356638908}",0.41958696,0
2007_006117.jpg,,,person,"{'x_left': 0.039648323224141135, 'y_top': 0.13545631558940963, 'x_right': 0.9257587456886585, 'y_bottom': 0.9947959081590175}",0.89293605,0
2007_006134.jpg,horse,"{'x_left': 0.25, 'y_top': 0.264, 'x_right': 0.884, 'y_bottom': 0.848}",,,,0
2007_006134.jpg,,,horse,"{'x_left': 0.19893631684688423, 'y_top': 0.22368258957656528, 'x_right': 0.8533275207473681, 'y_bottom': 0.9155153835280583}",0.87101984,0
2007_006134.jpg,,,pottedplant,"{'x_left': 0.49765023185198126, 'y_top': 0.9019970408802995, 'x_right': 0.669800407065795, 'y_bottom': 0.989863609255621}",0.21874404,0
2007_006136.jpg,sheep,"{'x_left': 0.108, 'y_top': 0.5512048192771084, 'x_right': 0.332, 'y_bottom': 0.7891566265060241}",,,,0
2007_006136.jpg,,,sheep,"{'x_left': 0.1083613829377752, 'y_top': 0.5392078957634706, 'x_right': 0.3323579281161611, 'y_bottom': 0.7988882460517149}",0.91706747,0
2007_006151.jpg,horse,"{'x_left': 0.31736526946107785, 'y_top': 0.346, 'x_right': 0.9610778443113772, 'y_bottom': 0.754}",,,,0
2007_006151.jpg,person,"{'x_left': 0.15868263473053892, 'y_top': 0.34, 'x_right': 0.41916167664670656, 'y_bottom': 0.726}",,,,0
2007_006151.jpg,person,"{'x_left': 0.6437125748502994, 'y_top': 0.342, 'x_right': 0.7844311377245509, 'y_bottom': 0.68}",,,,0
2007_006151.jpg,person,"{'x_left': 0.8263473053892215, 'y_top': 0.348, 'x_right': 1.0, 'y_bottom': 0.664}",,,,0
2007_006151.jpg,car,"{'x_left': 0.0029940119760479044, 'y_top': 0.384, 'x_right': 0.6197604790419161, 'y_bottom': 0.674}",,,,0
2007_006151.jpg,,,person,"{'x_left': 0.6375496296249903, 'y_top': 0.34072818660082727, 'x_right': 0.7670299754225292, 'y_bottom': 0.44566772882491346}",0.5917154,0
2007_006151.jpg,,,person,"{'x_left': 0.1274637592354646, 'y_top': 0.3285148834954775, 'x_right': 0.40175923351485, 'y_bottom': 0.7262259672465691}",0.7147795,0
2007_006151.jpg,,,car,"{'x_left': 0.005026928743399106, 'y_top': 0.37605910906296514, 'x_right': 0.5399629047215901, 'y_bottom': 0.6770090244379411}",0.7666862,0
2007_006151.jpg,,,person,"{'x_left': 0.9316940361006901, 'y_top': 0.34849665962549353, 'x_right': 0.9891094603701279, 'y_bottom': 0.6463000978891666}",0.19171734,0
2007_006151.jpg,,,person,"{'x_left': 0.3655950777851618, 'y_top': 0.4003098241982094, 'x_right': 0.6037626328330774, 'y_bottom': 0.7276469971700815}",0.18880114,0
2007_006151.jpg,,,horse,"{'x_left': 0.26181347123439486, 'y_top': 0.36932546502762115, 'x_right': 0.9156640352564591, 'y_bottom': 0.7272089842929519}",0.8152877,0
2007_006151.jpg,,,person,"{'x_left': 0.79338048635022, 'y_top': 0.3511833328426801, 'x_right': 0.9499903079827244, 'y_bottom': 0.7468462737747339}",0.59552205,0
2007_006163.jpg,person,"{'x_left': 0.22128851540616246, 'y_top': 0.178, 'x_right': 0.8543417366946778, 'y_bottom': 1.0}",,,,0
2007_006163.jpg,,,person,"{'x_left': 0.1963515873138722, 'y_top': 0.14869010065473043, 'x_right': 0.8498906222673563, 'y_bottom': 1.0}",0.8967752,0
2007_006171.jpg,person,"{'x_left': 0.108, 'y_top': 0.09866666666666667, 'x_right': 0.462, 'y_bottom': 0.464}",,,,0
2007_006171.jpg,sofa,"{'x_left': 0.002, 'y_top': 0.128, 'x_right': 0.59, 'y_bottom': 0.5893333333333334}",,,,0
2007_006171.jpg,sofa,"{'x_left': 0.502, 'y_top': 0.27466666666666667, 'x_right': 1.0, 'y_bottom': 0.4826666666666667}",,,,0
2007_006171.jpg,dog,"{'x_left': 0.004, 'y_top': 0.44266666666666665, 'x_right': 0.824, 'y_bottom': 0.84}",,,,0
2007_006171.jpg,,,person,"{'x_left': 0.10215302683642277, 'y_top': 0.1027005712582515, 'x_right': 0.4189187418875786, 'y_bottom': 0.450396961087447}",0.7925459,0
2007_006171.jpg,,,sofa,"{'x_left': 0.5291466111162533, 'y_top': 0.3003203136766874, 'x_right': 0.934773395268963, 'y_bottom': 0.5160089408771809}",0.1149796,0
2007_006171.jpg,,,dog,"{'x_left': 0.0, 'y_top': 0.42754483514047587, 'x_right': 0.8513843715172549, 'y_bottom': 0.8689251512982754}",0.866269,0
2007_006212.jpg,aeroplane,"{'x_left': 0.014, 'y_top': 0.40482573726541554, 'x_right': 0.95, 'y_bottom': 0.9088471849865952}",,,,0
2007_006212.jpg,,,aeroplane,"{'x_left': 0.017972749062684923, 'y_top': 0.3785272202780613, 'x_right': 0.9950436674136383, 'y_bottom': 0.9170536895243021}",0.8643778,0
2007_006232.jpg,aeroplane,"{'x_left': 0.172, 'y_top': 0.43543543543543545, 'x_right': 0.964, 'y_bottom': 0.8468468468468469}",,,,0
2007_006232.jpg,,,boat,"{'x_left': 0.14149553096661205, 'y_top': 0.43370876613642156, 'x_right': 0.8868075512060752, 'y_bottom': 0.7620015169229186}",0.571608,0
2007_006232.jpg,,,person,"{'x_left': 0.45682143547741266, 'y_top': 0.5547253877639771, 'x_right': 0.5115763148268828, 'y_bottom': 0.7115244133399083}",0.2683888,0
2007_006232.jpg,,,aeroplane,"{'x_left': 0.13211515639598548, 'y_top': 0.47064347529943173, 'x_right': 0.9100922864011618, 'y_bottom': 0.8051658860850335}",0.44802716,0
2007_006240.jpg,person,"{'x_left': 0.002849002849002849, 'y_top': 0.029978586723768737, 'x_right': 0.9971509971509972, 'y_bottom': 1.0}",,,,0
2007_006240.jpg,,,person,"{'x_left': 0.030782909576709427, 'y_top': 0.049262007661507734, 'x_right': 0.988049773986523, 'y_bottom': 0.9420929117354062}",0.90868294,0
2007_006241.jpg,chair,"{'x_left': 0.774, 'y_top': 0.43733333333333335, 'x_right': 0.978, 'y_bottom': 0.992}",,,,0
2007_006241.jpg,chair,"{'x_left': 0.002, 'y_top': 0.432, 'x_right': 0.104, 'y_bottom': 0.9093333333333333}",,,,0
2007_006241.jpg,bottle,"{'x_left': 0.366, 'y_top': 0.27466666666666667, 'x_right': 0.42, 'y_bottom': 0.488}",,,,0
2007_006241.jpg,diningtable,"{'x_left': 0.098, 'y_top': 0.36, 'x_right': 0.88, 'y_bottom': 1.0}",,,,0
2007_006241.jpg,chair,"{'x_left': 0.192, 'y_top': 0.7973333333333333, 'x_right': 0.668, 'y_bottom': 1.0}",,,,0
2007_006241.jpg,chair,"{'x_left': 0.572, 'y_top': 0.264, 'x_right': 0.796, 'y_bottom': 0.3546666666666667}",,,,0
2007_006241.jpg,chair,"{'x_left': 0.208, 'y_top': 0.296, 'x_right': 0.39, 'y_bottom': 0.45066666666666666}",,,,0
2007_006241.jpg,,,bottle,"{'x_left': 0.5403964337210243, 'y_top': 0.22276642588491624, 'x_right': 0.5890604210625474, 'y_bottom': 0.36490211220865065}",0.2902913,0
2007_006241.jpg,,,bottle,"{'x_left': 0.38085590024659266, 'y_top': 0.27532068919539454, 'x_right': 0.42453207812378035, 'y_bottom': 0.5197440352132687}",0.40053347,0
